Distribution,Sample Length,Gini Coefficient,Herfindahl-Hirschman Index,Entropy,Nakamoto Coefficient,Apokedro
Bimodal,529,0.2258360232515259,0.002209488321878827,6.182662097459392,183,0.011609514821029083
Log-normal,529,0.2789572398544444,0.0024591000094043467,6.142115419733259,162,0.03900353773584905
Chi-Square,529,0.47737892552648686,0.0035498324125777287,5.888943046879252,104,0.023595063025210083
Uniform,530,0.2617646206817372,0.0022769329265417033,6.157430758684498,177,0.006821656017264726
Normal,530,0.10930217301423531,0.0019575077202176735,6.253857082058799,225,0.0053287675222063605
Exponential,530,0.5048725223893136,0.003784356796889138,5.841932556990098,99,0.025390625
Bimodal,530,0.22628285931263395,0.002203153345490814,6.18579283962211,183,0.01184384097525473
Log-normal,530,0.2781931081281672,0.002421933699059381,6.1464331284117915,164,0.026197028882575756
Chi-Square,530,0.4858662824839983,0.003570517331499161,5.875645402066793,106,0.03357365353697749
Uniform,531,0.25170054161842126,0.002241619885025965,6.17170312193492,177,0.006845035908385093
Normal,531,0.10958885134610336,0.00195477337604169,6.2554571424438805,226,0.005321710892190355
Exponential,531,0.5029943239677744,0.0036767337665552327,5.849580046490584,101,0.018171704390354867
Bimodal,531,0.2281454050722991,0.0022087158544623043,6.184175918702426,183,0.012488950707154741
Log-normal,531,0.26503943859028034,0.0023628972321697644,6.160384961520663,169,0.013944157362703682
Chi-Square,531,0.4951718533401266,0.003697273777550893,5.862780095310436,100,0.012790318580389145
Uniform,532,0.2714738365817582,0.002295693008995948,6.157737407370502,172,0.006842080261042773
Normal,532,0.10740234009650174,0.001948354812794931,6.258030126626949,227,0.0056329294867534995
Exponential,532,0.5085841741324707,0.0037899254095573216,5.839971125095122,98,0.06578125
Bimodal,532,0.22628649763792802,0.002195480060482093,6.189360107054495,184,0.009157488658070678
Log-normal,532,0.27278809687619865,0.002396829231874149,6.154650335207737,166,0.03706983805668016
Chi-Square,532,0.49655581454002035,0.0036650256268291664,5.86350851727207,100,0.017730293308890924
Uniform,533,0.2733209262293744,0.002297128143413488,6.155630100801793,172,0.006779923853524983
Normal,533,0.11285401208452714,0.0019516625027780972,6.257673588240799,226,0.008396231868185357
Exponential,533,0.5010738423952938,0.003709401359915485,5.85575763262873,100,0.009742587721594082
Bimodal,533,0.22786928712916762,0.00219651345085759,6.189080298054881,184,0.01151345802919708
Log-normal,533,0.26144713224471716,0.00232828547688401,6.168144012650444,170,0.013986672794117647
Chi-Square,533,0.48688552714765165,0.0035483603318899474,5.8816964571854715,105,0.026390917056074766
Uniform,534,0.26718625198406676,0.002273994192426897,6.163892747739654,174,0.006183378461749383
Normal,534,0.11521150143149793,0.0019507395880820544,6.259179077408133,225,0.005377609431864132
Exponential,534,0.49051459581690543,0.003622684094494313,5.876986453834673,102,0.01308103015075377
Bimodal,534,0.2233714749113212,0.0021781618073912932,6.195706400782356,186,0.009272425809352518
Log-normal,534,0.28531941901102925,0.0024517416904043833,6.145816554325538,163,0.014175294452887538
Chi-Square,534,0.4806089651419795,0.0036030390549684236,5.889927016739188,105,0.012665796801719646
Uniform,535,0.27371228922964297,0.0022898849881917973,6.159740647529254,173,0.006419879216201272
Normal,535,0.11474735309244398,0.0019459803739606978,6.261090439832255,225,0.011575732710798817
Exponential,535,0.5113565559733706,0.003774993589917418,5.840921071711542,99,0.013732397255777311
Bimodal,535,0.22120220683336056,0.0021729715353902414,6.197271819969881,186,0.008429871580471246
Log-normal,535,0.2949191730231919,0.0024734335582230317,6.140254534365026,158,0.027509047884187083
Chi-Square,535,0.5023973153897974,0.003639937367222697,5.860666395627142,99,0.01769906712107209
Uniform,536,0.2844993208869704,0.002320278632646311,6.151469250438939,170,0.006670618740436778
Normal,536,0.11165494802256573,0.001939505463092221,6.263667191272003,228,0.005486536046387345
Exponential,536,0.5129671958102074,0.0039701206507696376,5.833646360517238,97,0.01883587670233463
Bimodal,536,0.23034004459660778,0.0021910439770991513,6.193521259674997,185,0.008092642310862796
Log-normal,536,0.2637848809770597,0.00235594123444829,6.168447527523688,171,0.014641599697644812
Chi-Square,536,0.5102771705035065,0.003777906149033404,5.842661938216613,100,0.017991615853658535
Uniform,537,0.27057446332411833,0.0022715182554235765,6.167536057093715,173,0.00690085350433526
Normal,537,0.11259201023399705,0.0019363290074565116,6.265745740877253,227,0.0053767988091347335
Exponential,537,0.5205220788142948,0.004110936905857461,5.817902396505659,93,0.048983895705521474
Bimodal,537,0.22811464210905924,0.0021818230101215063,6.196115937295158,185,0.011210096315612383
Log-normal,537,0.2657308650518029,0.0023182075822375738,6.173450342508001,169,0.009001108233848315
Chi-Square,537,0.49806536100598775,0.003677433815364861,5.86617712994736,103,0.046050347222222225
Uniform,538,0.28206542142475455,0.002303318856217297,6.157824753925032,171,0.006769778028886118
Normal,538,0.11045512150627225,0.0019293261745442249,6.2685372268293555,228,0.00542600440947782
Exponential,538,0.4858125278558445,0.0035367908524616934,5.89097882645242,106,0.02538733136593592
Bimodal,538,0.2288740691391705,0.0021765277853119766,6.199143518065615,186,0.011954800194931774
Log-normal,538,0.2715089353388078,0.002338683631606845,6.169862457610351,168,0.007251510203210383
Chi-Square,538,0.48777250727923405,0.0035969890310324614,5.886108017063469,104,0.01327253526902887
Uniform,539,0.2813916862914325,0.0022974758367267983,6.157969857340547,172,0.006802493578767123
Normal,539,0.10946137269433463,0.0019263715853469316,6.269851179881811,230,0.005928070985328108
Exponential,539,0.49321278230081744,0.003696644636311121,5.877702021731366,103,0.09078663793103449
Bimodal,539,0.22844779227761486,0.0021741765617376207,6.199664612917333,186,0.012304061498397436
Log-normal,539,0.2927691061164318,0.002512100516461232,6.1441729836127985,160,0.021195898910411622
Chi-Square,539,0.507542003573473,0.0038196807617609284,5.850506473331341,101,0.035650872564935064
Uniform,540,0.25722853592629696,0.0022208919994397983,6.183221345581442,179,0.006931751179245283
Normal,540,0.11391991518710383,0.0019277355563297367,6.2708355839135645,228,0.005377096560579101
Exponential,540,0.5052060387598573,0.0037219877027433648,5.862853816501257,98,0.018503673041044777
Bimodal,540,0.22484247978176505,0.002157100285249445,6.205640653840102,188,0.013563918293610549
Log-normal,540,0.2622712111888661,0.002282599883172067,6.182709114354318,172,0.01330390999201703
Chi-Square,540,0.511983704482054,0.0037679253118528926,5.851608155323318,95,0.045185810810810814
Uniform,541,0.2731931840819795,0.00226322179533375,6.173857794485594,173,0.006799466641321262
Normal,541,0.11900701707824367,0.0019290949639742014,6.271106379852989,226,0.005279094324198069
Exponential,541,0.499725773198705,0.0037531156423710526,5.868294924036469,103,0.026178913288288287
Bimodal,541,0.2284782713224493,0.0021680130443387934,6.202949725632982,187,0.008297064098184658
Log-normal,541,0.28421267890817953,0.0024228770501430715,6.159565046270736,165,0.015211426726920593
Chi-Square,541,0.5028973138070727,0.0037614657740991583,5.860977872331233,102,0.15625
Uniform,542,0.2584561247456209,0.002215235824645432,6.186440106046444,179,0.006780450994318182
Normal,542,0.11350272004309253,0.001920153409010258,6.274689572920575,229,0.005348521892374901
Exponential,542,0.5099675769491507,0.0037694798525254947,5.854649411411532,98,0.038463632404181186
Bimodal,542,0.22597731308825164,0.0021542617860199308,6.208250437853698,188,0.012723847034452682
Log-normal,542,0.2526466966174443,0.002268136057391715,6.190592802068184,178,0.01953975108813928
Chi-Square,542,0.5456783585847369,0.004173309003827036,5.786456183817811,87,0.034390573089701
Uniform,543,0.27288593704129516,0.0022544792813536624,6.174039974748517,177,0.0062768296709894335
Normal,543,0.101244577105129,0.0019017607292040016,6.280559170235897,234,0.007775882992969534
Exponential,543,0.48607642431500864,0.003579697733579542,5.897823722867106,106,0.017986586757990867
Bimodal,543,0.2258711481738641,0.002152996315824938,6.2087903062489875,188,0.007920216571279916
Log-normal,543,0.27425882838350624,0.0023649810640907843,6.1734056440695735,168,0.010101430694018405
Chi-Square,543,0.5195580287840933,0.003903850016358115,5.838633209673008,95,0.02516105334538879
Uniform,544,0.2843134530683461,0.002284922795279558,6.168691019394025,170,0.00685709841529478
Normal,544,0.11586113347962727,0.001915751817701759,6.2773831796226505,229,0.005468451458474864
Exponential,544,0.5038547544456521,0.0036932619049512665,5.870812956346876,100,0.026187472873263888
Bimodal,544,0.22533681539710115,0.0021443165669649445,6.212489616972701,189,0.011433234055893944
Log-normal,544,0.28033142606796124,0.0024059073328406215,6.168170725013623,166,0.04230101495726496
Chi-Square,544,0.5094533891720295,0.003832099257486775,5.857619589182564,98,0.025628214445438283
Uniform,545,0.27642563164304995,0.0022564291493317873,6.174862340467248,176,0.006783991247056379
Normal,545,0.11771989045607657,0.0019144455060377502,6.2787724162308365,228,0.005662411727090747
Exponential,545,0.4985523771921303,0.003546171655874189,5.886032930113057,103,0.00973605731819468
Bimodal,545,0.2291685240559707,0.0021557251504072746,6.209083903804521,188,0.016306999645138397
Log-normal,545,0.26531850922634576,0.0022712301119260335,6.189737029074946,171,0.012812744013534617
Chi-Square,545,0.4977610886184568,0.0036929910687833875,5.879519316803409,103,0.018756231306081755
Uniform,546,0.2661881752892927,0.0022211935433715333,6.18778982732834,178,0.006805191567838487
Normal,546,0.11257411218975215,0.0019041547604899476,6.282368255017367,231,0.005464409722222222
Exponential,546,0.49127171830961774,0.0035352864102018754,5.8967414943703895,106,0.025246916806020068
Bimodal,546,0.23231841581811316,0.002153810357240763,6.211290869163403,187,0.008316592261904761
Log-normal,546,0.2759839589592883,0.0023324440504361287,6.1795906416148645,169,0.014433834876543209
Chi-Square,546,0.4875801737299031,0.00352832053695329,5.90323608875447,106,0.01764089761248852
Uniform,547,0.26958166357341395,0.0022270045615064922,6.185168068002682,178,0.006837715804034178
Normal,547,0.11227858755686008,0.0019000957742684055,6.284222270367018,232,0.005623905792292201
Exponential,547,0.5048902547782174,0.0036694851319259837,5.874467240719001,101,0.025923913043478262
Bimodal,547,0.22944215909637736,0.0021468520096093744,6.212992409991882,188,0.008291492041815784
Log-normal,547,0.2769141336776108,0.0023351103539589867,6.180498332115543,167,0.010012655763239875
Chi-Square,547,0.5124371545802482,0.0037357368678255743,5.860643190241754,101,0.04799107142857143
Uniform,548,0.27078832379264506,0.0022269113575648413,6.186661538370522,177,0.006697331287804192
Normal,548,0.10962636138720812,0.0018940987419508912,6.286895184809943,233,0.007607966472591888
Exponential,548,0.5157614714211419,0.003881664863597701,5.849416949262524,98,0.025894434628975265
Bimodal,548,0.22674382654075134,0.0021300628785553334,6.219436205217537,190,0.011276480204227876
Log-normal,548,0.27772364007286937,0.002351175308690328,6.17885065978817,171,0.021779186320754717
Chi-Square,548,0.5255841102962567,0.003947764648292879,5.834795292285504,96,0.0859375
Uniform,549,0.2739708494508873,0.002232123723357725,6.185698042660569,177,0.006856837494754511
Normal,549,0.11163098626600937,0.0018932278098439583,6.287950375398091,233,0.00556042028515522
Exponential,549,0.5063889531088076,0.0037416733835906922,5.871887911311118,101,0.025423285953177256
Bimodal,549,0.22603237380072327,0.0021285434897659245,6.2196282425665235,190,0.008088111535008977
Log-normal,549,0.27911800786216767,0.0023331175035933025,6.182371887543358,168,0.013224760957565605
Chi-Square,549,0.48637222240928524,0.0034870026122673045,5.909409740261605,110,0.009418082082090565
Uniform,550,0.26164204619862597,0.0021921073503178914,6.197668237607514,181,0.0068855198351687645
Normal,550,0.10937104939563141,0.0018865785078223565,6.290903556972756,234,0.005443333527740075
Exponential,550,0.49936903918492404,0.003557055425137881,5.891979326153264,103,0.018641409266409267
Bimodal,550,0.23079206959008708,0.0021343397881025813,6.219543611353145,189,0.008538551284624649
Log-normal,550,0.2835165942813264,0.0023511341503936237,6.179328905204796,168,0.014280457427536232
Chi-Square,550,0.49632790900320845,0.003634198826213934,5.892033814611463,104,0.034644150152439025
Uniform,551,0.28079239042855914,0.00224515496056753,6.18462585628087,174,0.006779605263157895
Normal,551,0.1130271912816243,0.0018867280720674907,6.29167995629233,232,0.005211288583749433
Exponential,551,0.4911024142802208,0.0035066616692978813,5.904627869648335,107,0.009794519025604551
Bimodal,551,0.22800726618868483,0.002126960693052594,6.221952124691258,190,0.011336406802120141
Log-normal,551,0.28228675922632435,0.0023583460481452936,6.180674379476693,167,0.037549407114624504
Chi-Square,551,0.4777519577727741,0.003372237608548843,5.928499979306416,112,0.017043920945297504
Uniform,552,0.2543649018814338,0.0021636955020989997,6.207981078298296,184,0.0066255321777885685
Normal,552,0.10652210739723522,0.001877197344709674,6.295037168249166,236,0.011514483345272206
Exponential,552,0.5120476125479785,0.003695114977764003,5.8709765044409234,100,0.01858919830468004
Bimodal,552,0.22697726593040687,0.002115740260529711,6.226324475017451,191,0.00814738315818584
Log-normal,552,0.26953286758307815,0.002267541187136966,6.197000524562632,173,0.00928905064491654
Chi-Square,552,0.49351145224018517,0.0035663384458046983,5.899379149385777,107,0.018045983840304182
Uniform,553,0.26747511530409807,0.0021966986441094597,6.198973783983022,180,0.0068791421611657305
Normal,553,0.10802716862131834,0.0018750230728404726,6.2965288545780265,236,0.008053573866739487
Exponential,553,0.510740749052965,0.0037073486272932313,5.872956906169092,101,0.026379243827160493
Bimodal,553,0.22587971801128587,0.002115328152304015,6.226668151247578,191,0.012236814054975923
Log-normal,553,0.2905571941364611,0.0023980458011182318,6.17573935842983,164,0.019954136439732144
Chi-Square,553,0.5031244854395759,0.003703124852599338,5.882174994440637,103,0.0126736683707124
Uniform,554,0.2636779552462726,0.0021820024427116466,6.203235087419545,182,0.006692497955334491
Normal,554,0.1093778787829294,0.001872511026030705,6.297945226092895,235,0.00539449588317136
Exponential,554,0.4961661943870423,0.003607729820501955,5.899663536965127,104,0.03499152861445783
Bimodal,554,0.22686451514701994,0.0021072865382056063,6.230406357367506,192,0.0122189794045677
Log-normal,554,0.28047929264731547,0.0023528385358405467,6.1869879340467575,170,0.01367862932276657
Chi-Square,554,0.48568790924067246,0.003372938695884566,5.924288117909385,110,0.01301635368883792
Uniform,555,0.27510922616547095,0.0022112381398976923,6.196650499070795,178,0.006911389656094084
Normal,555,0.11068130592982348,0.0018714638005966177,6.2993186589283425,235,0.005849534121221103
Exponential,555,0.5226042625409794,0.003833246732713969,5.855077551386453,96,0.009634436838071348
Bimodal,555,0.22605706256813554,0.0021056175568244092,6.2304885327296216,192,0.0165929961622807
Log-normal,555,0.2676965539537814,0.0022882846616214415,6.200330126085208,175,0.007061150882816493
Chi-Square,555,0.4967508332081007,0.0035377691982609607,5.901307897647014,107,0.013050983614599686
Uniform,556,0.27647115512832693,0.0022115373125313554,6.197323256238096,177,0.006738688096358017
Normal,556,0.11327672432813922,0.0018708980309042797,6.300154281513912,235,0.00740106102850062
Exponential,556,0.4880917438518887,0.00357082718675789,5.917195402353414,106,0.048356681034482756
Bimodal,556,0.22518732890118062,0.0020954660448981345,6.23516861596175,193,0.008030516797013864
Log-normal,556,0.27324859200082696,0.0022951618942566453,6.198211000366149,174,0.013800977865372953
Chi-Square,556,0.5015377715862342,0.0035777190733364992,5.892677099782622,107,0.03586761182108626
Uniform,557,0.26429776613065886,0.0021723937433467126,6.206602010464074,184,0.006808105536632837
Normal,557,0.11386105608233361,0.0018691637457344972,6.301608727453274,235,0.005701696148161833
Exponential,557,0.5162588154470389,0.0038611014932161103,5.862524058059657,99,0.026685474537037037
Bimodal,557,0.2299655006585899,0.0021084964245759816,6.231296823487082,191,0.011971569503477589
Log-normal,557,0.26350075329025596,0.002245484255415143,6.210145752774553,176,0.02465029761904762
Chi-Square,557,0.4995969869007352,0.0035900041418626756,5.8985440281447294,106,0.046785714285714285
Uniform,558,0.2728208691107619,0.002192547611895414,6.2022086761279445,180,0.006736930541147995
Normal,558,0.10437137943953641,0.0018535762335707556,6.306832944810957,239,0.00738488578106152
Exponential,558,0.5159921385129062,0.003714261564410731,5.873957091207389,99,0.01338167944979716
Bimodal,558,0.22583276673619138,0.002091541827696907,6.23754958212708,193,0.015926074604743084
Log-normal,558,0.2655962631129818,0.002245247809373166,6.209997899841347,177,0.009523703184549986
Chi-Square,558,0.49963083663989283,0.0036355427371889187,5.900449996521166,103,0.04640718562874251
Uniform,559,0.2708500348097749,0.0021831758429346356,6.206410634932868,181,0.006833326370320855
Normal,559,0.11508769011181051,0.0018641768621728597,6.304638485731864,235,0.007836306330472102
Exponential,559,0.49984724738456365,0.0034976093521152966,5.904441578231504,105,0.01846742811311787
Bimodal,559,0.22700769416819747,0.002094339347124527,6.236835553414597,193,0.01582485465116279
Log-normal,559,0.2759456449405416,0.0022882112665249324,6.2021018524496325,173,0.01827668795620438
Chi-Square,559,0.5151707280080093,0.0037758305870357637,5.870888229321657,100,0.026006664426523298
Uniform,560,0.2826316821947393,0.0022146513441051114,6.200014244755691,176,0.0067521630980203464
Normal,560,0.1144770544396259,0.0018593460659473173,6.306583696021294,236,0.005547139562626441
Exponential,560,0.48441641577893224,0.0032930363814122994,5.9360123219908285,113,0.018468465091170824
Bimodal,560,0.22697455477879375,0.0020843576017852434,6.241300384005015,194,0.011450908967881632
Log-normal,560,0.2856533533409016,0.002374680065336706,6.190399753301378,170,0.03998161764705882
Chi-Square,560,0.5228801492589615,0.0038401518116498953,5.859989876681167,98,0.012973427386731391
Uniform,561,0.27084418411773586,0.0021750446698250133,6.2109545560461825,181,0.006636360057390818
Normal,561,0.1112252675113033,0.0018508155852757192,6.310101228968037,238,0.008384025127226464
Exponential,561,0.49821607297679343,0.0034872269554207793,5.91309564405336,105,0.009582220502177463
Bimodal,561,0.23182174343146614,0.0020993505217830623,6.2368818359186085,192,0.011436014584083543
Log-normal,561,0.2794456554402565,0.0022839977898994465,6.203412574320368,173,0.014311888507593459
Chi-Square,561,0.4777009036475773,0.003374588991492995,5.943698477920742,113,0.025496737054329373
Uniform,562,0.2673252253623692,0.0021617038237786027,6.2134472524973985,184,0.0067670322876314335
Normal,562,0.10954284068863167,0.0018474363431066894,6.311900954832472,239,0.015958491892786236
Exponential,562,0.5162395364940547,0.0038659016574363898,5.871014076599019,99,0.013773622113319011
Bimodal,562,0.22824725733963142,0.002082809679572678,6.243088414892433,194,0.011157788185047361
Log-normal,562,0.28455364753064555,0.0023296222269975323,6.197885255477591,171,0.020362931766704416
Chi-Square,562,0.47240142991533385,0.0033697233512490774,5.951858261104526,114,0.06109375
Uniform,563,0.2577948476706603,0.0021309324776255254,6.224118058507955,187,0.006729564580181543
Normal,563,0.11334254503685033,0.001848109507331665,6.312527232563024,238,0.011280442451547093
Exponential,563,0.5020653445654617,0.003508593977519921,5.907437025783276,107,0.06490384615384616
Bimodal,563,0.22727047757014807,0.002079029198362995,6.243979902046766,195,0.01582748933727034
Log-normal,563,0.2846673818325313,0.0023371924816384224,6.19874905596834,171,0.02172443690334129
Chi-Square,563,0.5229550210262898,0.0037905722712990256,5.867494579648141,94,0.012777237197632527
Uniform,564,0.2743226198348289,0.002173969247635509,6.21378385317241,181,0.006853793073136428
Normal,564,0.12281929846417425,0.0018571116013093732,6.310772371345832,235,0.008643445373812474
Exponential,564,0.5093280652951699,0.003586451747702934,5.895630725133937,103,0.018207159624413147
Bimodal,564,0.22282202574168544,0.0020601913034650732,6.251025885065252,197,0.011437319884726224
Log-normal,564,0.2642288172414821,0.002231326625673351,6.219944019563831,180,0.018741688829787235
Chi-Square,564,0.5238380911320651,0.0038095983231630354,5.864736921418666,99,0.009424194195141292
Uniform,565,0.27530062602471184,0.002173430138042053,6.2133799442476745,181,0.006778428056921996
Normal,565,0.10949438897972309,0.001836696787710561,6.317687733231198,240,0.005277563712400848
Exponential,565,0.480924464027646,0.0034075671132961114,5.947331796894361,108,0.06734375
Bimodal,565,0.22588029027541126,0.0020684421962213193,6.248795959881603,195,0.011447385999287496
Log-normal,565,0.26442018777592446,0.002233404458067039,6.2220270398204764,179,0.009736645092735703
Chi-Square,565,0.49954393697044347,0.0036133129058915697,5.910886425840538,106,0.012279169283919597
Uniform,566,0.2569294552924761,0.002117788407497009,6.229148630670359,189,0.0067406631097560975
Normal,566,0.11252591113636379,0.0018368764962840372,6.3184014343438815,239,0.0051387521443591825
Exponential,566,0.4908491261593897,0.003412030589106472,5.933472612076834,110,0.046875
Bimodal,566,0.226770141795275,0.0020639750867190755,6.251437464139672,196,0.011322581343025268
Log-normal,566,0.2715860033632943,0.002264676956670419,6.215903764918003,178,0.053423713235294115
Chi-Square,566,0.5041562624884303,0.0036427794678646954,5.904800981638258,106,0.0486056170886076
Uniform,567,0.26718891217474794,0.0021419064608188495,6.224017832344449,184,0.006714251213924224
Normal,567,0.10559923406981558,0.0018248197908768088,6.322551539671011,242,0.005283650722554733
Exponential,567,0.48628877065125364,0.0033416237129792617,5.946691167394943,110,0.018110633005489478
Bimodal,567,0.2301447160335468,0.0020726595722757916,6.248483542176745,195,0.011552087006346967
Log-normal,567,0.2830267764123895,0.0024061627064852903,6.200704622545409,173,0.21634615384615385
Chi-Square,567,0.5150036769823657,0.0036981946730702117,5.88969024723548,101,0.034759424603174605
Uniform,568,0.28902869620469684,0.002202366187198561,6.205902942039263,178,0.006775634260854583
Normal,568,0.11432437082431304,0.0018319404462838467,6.321398031882844,239,0.005222995770144862
Exponential,568,0.48431577348377625,0.003349391421528756,5.946273736241661,112,0.019342807788944722
Bimodal,568,0.22310340712191645,0.002046419837404815,6.257832007554654,198,0.011930843526252984
Log-normal,568,0.2590964537589885,0.0021746487164293962,6.2342659212910485,182,0.013623267816742082
Chi-Square,568,0.5095154200691312,0.003596220727809991,5.902864446713653,104,0.009130872476187282
Uniform,569,0.26331788945953705,0.002123667148989613,6.229806267503157,187,0.006816323373408769
Normal,569,0.1132704956284405,0.0018284074394551968,6.323029008403448,241,0.005603295027066703
Exponential,569,0.5123161929298166,0.0036492196144797687,5.898718574396395,101,0.025652789429530202
Bimodal,569,0.22982776061651197,0.0020649669191405637,6.2521874892737666,196,0.012378871000820345
Log-normal,569,0.28411595678595547,0.002277993721096717,6.212119496735475,173,0.015032987260092653
Chi-Square,569,0.5120910050743813,0.0037797646556611704,5.890755815063052,103,0.03578969594594594
Uniform,570,0.2732725252220067,0.0021476952406554984,6.224966810462414,183,0.006779711995352386
Normal,570,0.11254795676664747,0.0018248061043702251,6.32509027544728,242,0.005847816907485945
Exponential,570,0.4872511120159208,0.0035622943125833877,5.934001702479934,113,0.026159625435540068
Bimodal,570,0.2257705163369499,0.0020455437789389124,6.259404193072712,198,0.011611769059955588
Log-normal,570,0.27112443536757075,0.002268569836901709,6.221963390552709,179,0.05921378968253968
Chi-Square,570,0.49764135499758255,0.0034948925876726,5.9246331892072455,110,0.013506555457285116
Uniform,571,0.2804718053978058,0.0021651090628659123,6.220011562825653,181,0.006662320369920954
Normal,571,0.11878762864314962,0.0018293236760531422,6.324501427091052,239,0.005644931091067658
Exponential,571,0.497713192328002,0.003487838768589056,5.928774648052757,108,0.0338134765625
Bimodal,571,0.22361539990747428,0.002040449258676032,6.2612108237108846,198,0.015821572580645163
Log-normal,571,0.27628030229770867,0.0022232785687686498,6.225028893200955,177,0.009276465546312949
Chi-Square,571,0.48998808810754263,0.0033461952927459774,5.941288786165995,112,0.03588241185897436
Uniform,572,0.26376499311041196,0.0021140652809967784,6.2336211350204245,188,0.0066519553583879515
Normal,572,0.11464769637139555,0.0018196319080850177,6.328197723161393,241,0.005773301278980647
Exponential,572,0.5057268010752551,0.0037116521905237133,5.908142277590423,105,0.02640440676043557
Bimodal,572,0.23115195600961555,0.0020536104452284916,6.258350596191776,197,0.016021365465360392
Log-normal,572,0.2712322702052182,0.0022063543643549123,6.230740189144019,179,0.013141881281407036
Chi-Square,572,0.47960642943623955,0.0032764186318983163,5.964687672482775,113,0.023597210391822828
Uniform,573,0.2723260391434905,0.002133896865862252,6.2305226696196,185,0.006751267453457447
Normal,573,0.11064433067098789,0.0018120597494890177,6.3312575876192305,243,0.0071807232738613285
Exponential,573,0.4839324952631882,0.0033797451439451782,5.954550640189447,112,0.01329977886858476
Bimodal,573,0.22680457685747274,0.002041309429967771,6.262035256981337,198,0.013125073150749064
Log-normal,573,0.2824212706549528,0.0022788739774601847,6.218960441683477,175,0.013838605182926829
Chi-Square,573,0.4941682820599442,0.003347702700251764,5.941701872775878,108,0.024125456400343644
Uniform,574,0.2818805233866802,0.0021587431387183366,6.224567281220831,180,0.006589542453150462
Normal,574,0.11397318212063236,0.0018134435408293293,6.331761131292559,242,0.005395260561295329
Exponential,574,0.4898147235596549,0.003358222680314593,5.949507159602082,111,0.013261947592969944
Bimodal,574,0.2258158949962505,0.0020313761784073003,6.2663079050672135,199,0.0057249434282481615
Log-normal,574,0.2898367320429409,0.0023303868519335053,6.211336483208033,172,0.028699638429752067
Chi-Square,574,0.5053856408411388,0.0034623854793011865,5.922701236955845,107,0.013245648734177216
Uniform,575,0.2718342195539103,0.0021250832328699896,6.233802091295218,185,0.0068982473354457724
Normal,575,0.11122265634728078,0.0018067010040680067,6.3347076441055234,243,0.0076077569091486654
Exponential,575,0.48973202824113554,0.0033984266653106407,5.947286058756074,112,0.009760038258009153
Bimodal,575,0.2326006793757266,0.0020500224246376058,6.260587345400144,197,0.008507979543585526
Log-normal,575,0.275859457847003,0.0022404178067441938,6.229237429801327,177,0.020714758734249713
Chi-Square,575,0.4942947741657942,0.0033664997834274733,5.946036467341411,109,0.033717757936507935
Uniform,576,0.2679914395239448,0.002110440089017899,6.239628149257737,186,0.006781932172557173
Normal,576,0.11491635307237807,0.001807301458076987,6.3352091057011,242,0.007917107824264203
Exponential,576,0.5162030799738384,0.0036152072807508987,5.902166242390164,105,0.018282350352112675
Bimodal,576,0.22357288140789577,0.002020644046453749,6.2713861210125685,200,0.011724565035355416
Log-normal,576,0.2697102972773323,0.002191269371524764,6.238019305775344,181,0.007294625946969697
Chi-Square,576,0.5047291652864031,0.003503196689146072,5.925827978473451,107,0.025324828235815604
Uniform,577,0.2813554174097736,0.002145574962699335,6.22855580032307,184,0.006599362174631593
Normal,577,0.11016685262144595,0.0017998196855095313,6.337965976654775,245,0.008378584825750242
Exponential,577,0.5055784277725557,0.0036305602305325337,5.918294827023126,108,0.0663296568627451
Bimodal,577,0.22883531628971415,0.0020339377042241577,6.266949093473791,199,0.013076319839015152
Log-normal,577,0.27800194703619185,0.0022165823893683725,6.232603955188727,178,0.014210586269744837
Chi-Square,577,0.4898732634218029,0.003291743151552442,5.956158211052209,113,0.018450322041984733
Uniform,578,0.2647594268359747,0.0020944370739018467,6.245500217716563,190,0.006797413535694786
Normal,578,0.11614341243583404,0.001803831434168516,6.337972300262194,243,0.00582128547982236
Exponential,578,0.4973738990845295,0.003495131182655869,5.9365643819436045,111,0.03544657939189189
Bimodal,578,0.23111267948608763,0.002030581536432985,6.269266348237808,199,0.017080147934868943
Log-normal,578,0.2678659269173834,0.0021769300636316435,6.2427004911631645,184,0.02717681623931624
Chi-Square,578,0.49670913933234045,0.0034777891642527245,5.939525897136891,109,0.034574192880794705
Uniform,579,0.28146922488791126,0.002137990150749071,6.231700298559089,184,0.006622589081752735
Normal,579,0.11071415010442491,0.0017937612084137542,6.341650455532811,246,0.005780968921605756
Exponential,579,0.4954090485796788,0.0034304008657580713,5.944619089075057,113,0.01916255747821878
Bimodal,579,0.226083693965127,0.0020190990120457783,6.2730182617360715,200,0.011357611236149584
Log-normal,579,0.27318991607356713,0.0021791632530844787,6.242129389689105,179,0.036061851211072665
Chi-Square,579,0.5073770948771213,0.0034579548343730646,5.930010543077872,105,0.0165649302378774
Uniform,580,0.2756605101771694,0.0021180091192115106,6.241110905477064,184,0.006880551333637897
Normal,580,0.11903667267734869,0.001802211286055368,6.340114258518106,243,0.007828798216110355
Exponential,580,0.5152913654670176,0.003555724760649407,5.91427651960586,103,0.013316400292323335
Bimodal,580,0.22468081927256367,0.002008546165189073,6.277365767702683,201,0.01650548366372981
Log-normal,580,0.28843793781184723,0.002253895233696773,6.228045458144562,173,0.006998078466936251
