Distribution,Sample Length,Gini Coefficient,Herfindahl-Hirschman Index,Entropy,Nakamoto Coefficient,Apokedro
Bimodal,226,0.2329537057407788,0.005207451027296402,5.328519262787342,78,0.008143388181735822
Log-normal,226,0.27083048444282526,0.005588737734279181,5.302049512969873,71,0.013102213541666666
Chi-Square,226,0.4663235397567278,0.00789566949952998,5.059675230496562,47,0.017535588702359346
Uniform,227,0.2655576575490401,0.0053398888578878555,5.3111021162649,74,0.006889331496214776
Normal,227,0.10769066448937809,0.004567075100605732,5.406271000203105,97,0.0072534813958608545
Exponential,227,0.5035013688470563,0.008675542048279031,4.999320888361027,41,0.013457556935817806
Bimodal,227,0.22884717743281774,0.00518106620979136,5.331530914463496,78,0.011387758228291316
Log-normal,227,0.27508219959861546,0.00564664469748545,5.300539308222131,70,0.009126548932706223
Chi-Square,227,0.4933925811962394,0.00856066220770741,5.017259235787991,42,0.012012007673816568
Uniform,228,0.28886060370638134,0.005487702247399794,5.291808598698452,73,0.006608223811279674
Normal,228,0.10404167643127538,0.004538251997489124,5.411806322064134,98,0.007324581568583742
Exponential,228,0.4975297536232367,0.008516795077994882,5.009737622662051,45,0.02552589210304054
Bimodal,228,0.2251683941803353,0.005112510318504929,5.343371507857401,80,0.023373983739837397
Log-normal,228,0.29185451704033893,0.005800556929969533,5.290179434540929,68,0.02715284304511278
Chi-Square,228,0.497374659363652,0.00891622014003252,5.007760952420159,43,0.04702333860759494
Uniform,229,0.2704327687638836,0.00532673077052548,5.314920518472463,75,0.006733935768052225
Normal,229,0.1087589723726524,0.004528213463407661,5.415306588878206,97,0.0068653163331181405
Exponential,229,0.5259344580981601,0.009348665048347724,4.963054514244993,40,0.026422531992687386
Bimodal,229,0.230131267314762,0.0051433223158996785,5.339739534177559,79,0.01622278296897038
Log-normal,229,0.27908173496498156,0.005562487374199015,5.3084165033933655,70,0.0185546875
Chi-Square,229,0.49619657207657814,0.009417257484252806,4.998595922182378,45,0.048552530674846626
Uniform,230,0.27596185476812013,0.005343613780588695,5.31530799193246,73,0.0064377479491662185
Normal,230,0.10914205552740283,0.004509795545896787,5.4189220391668105,98,0.005266724852952483
Exponential,230,0.46657393881573334,0.007906101900914835,5.07145675459235,48,0.0185546875
Bimodal,230,0.22431087983730694,0.005060125415950865,5.353028554104857,80,0.015381311766522545
Log-normal,230,0.2651432444501783,0.005406890411821233,5.32513249559338,73,0.03393020072992701
Chi-Square,230,0.4836054844674656,0.008416788278574675,5.03864002332347,45,0.0369581228956229
Uniform,231,0.2693478533552195,0.005273797503674884,5.3257197448571105,75,0.006660545365001487
Normal,231,0.111120422091624,0.004498155754832164,5.422634684785809,98,0.0053384996775233794
Exponential,231,0.4915046005651669,0.008314558108778004,5.036529610414755,45,0.018634175145348836
Bimodal,231,0.22545764319113928,0.005074329897718764,5.35093333735306,80,0.012110150049603174
Log-normal,231,0.283911538879985,0.005591654109329422,5.312570780867674,70,0.017625569331983806
Chi-Square,231,0.4996604620601423,0.008872513844443321,5.015151129399506,42,0.023444438277087035
Uniform,232,0.2766812014198296,0.005301781440352907,5.322814261491245,74,0.00634389403893781
Normal,232,0.11562951093975925,0.004490930387665761,5.425094899835101,98,0.00787751386962552
Exponential,232,0.5052914185307218,0.0085771547036469,5.0166253522950175,43,0.049299568965517244
Bimodal,232,0.2222047316634698,0.00500290871802434,5.363109379536628,81,0.016274238227146815
Log-normal,232,0.2712651762807586,0.0054377464826836485,5.32839149792331,72,0.02677959323583181
Chi-Square,232,0.47571930466458656,0.00796830662994178,5.067537536626578,47,0.024468058846761453
Uniform,233,0.28509127292392206,0.005339385694389291,5.31823651253312,74,0.006806503535301404
Normal,233,0.10409042384917475,0.004438037411966292,5.433729259119902,100,0.010643272329650092
Exponential,233,0.5040614299920664,0.008635353088822389,5.02069275026791,43,0.04594089673913043
Bimodal,233,0.2317057576005374,0.005075233046474167,5.3546970242049365,80,0.016352739726027396
Log-normal,233,0.27472246061862704,0.005390637930160282,5.33174114258442,72,0.009254581349488346
Chi-Square,233,0.5052344812312138,0.009030455401194949,5.008993161421202,44,0.0347265625
Uniform,234,0.2524595904778582,0.0050934839668771055,5.349633773310378,79,0.006543989359873487
Normal,234,0.10913375313860449,0.004436328496956864,5.435962148071334,100,0.005256076720612963
Exponential,234,0.5213422031643126,0.00893265242047915,4.99744479690036,41,0.02564160317133443
Bimodal,234,0.22807329646214322,0.004995492999731279,5.3676611847622855,81,0.021953616352201256
Log-normal,234,0.254128859908868,0.005291111392453944,5.34985940296042,76,0.017581932261208577
Chi-Square,234,0.49155161353712656,0.008187355938287039,5.052050163632515,44,0.012080290201654601
Uniform,235,0.261571779195541,0.005130573867169348,5.349159314230608,78,0.006195575295888704
Normal,235,0.12065921168596662,0.004452372659061593,5.4357741310285785,99,0.005549876917948942
Exponential,235,0.5004136859852306,0.008630212783189501,5.032735808620615,44,0.026079759530141845
Bimodal,235,0.2260792373681526,0.004991553854913653,5.368044772593299,81,0.02333603896103896
Log-normal,235,0.2534983762681594,0.005140168137435492,5.359084310842521,77,0.009042080965909092
Chi-Square,235,0.5100010093741558,0.008447536884322222,5.023394229465877,44,0.023481580946180556
Uniform,236,0.27465636071604516,0.005197982788600251,5.3407804348473675,77,0.006804523601398602
Normal,236,0.10379948101790581,0.004380557120518018,5.446755541193275,101,0.006936494688290928
Exponential,236,0.4805770565980512,0.007900882743058878,5.0766597149413695,47,0.027018830868761553
Bimodal,236,0.226838512073941,0.004952287218862679,5.376612097255606,82,0.01606942365269461
Log-normal,236,0.26373218501879353,0.005279369337085288,5.351809719401675,75,0.06912364130434782
Chi-Square,236,0.47894859663161055,0.007872341170181704,5.078534400362382,49,0.02484347296099291
Uniform,237,0.27140684314715185,0.0051547891349834445,5.345095888320683,78,0.006713105283242877
Normal,237,0.1069710600146374,0.004370470073280995,5.449709252484194,101,0.0051823884758364315
Exponential,237,0.49750544895079774,0.008604123076106193,5.040056644414927,44,0.025842391304347827
Bimodal,237,0.2300432364562621,0.004966690466374981,5.374205022753902,82,0.011988173796521036
Log-normal,237,0.25117344234804717,0.005107444280898267,5.367241387738639,79,0.017958712526766594
Chi-Square,237,0.46756699152211484,0.007873749971302163,5.097313595229457,49,0.018207984449760767
Uniform,238,0.27558515349942964,0.005165435388466914,5.346199477148874,77,0.0065360698705319445
Normal,238,0.10687941364043502,0.004350752909108006,5.454340172448493,102,0.005088961398404333
Exponential,238,0.5131344472057419,0.008449744811664446,5.031772754253701,43,0.009697964147966339
Bimodal,238,0.22808557041863012,0.004918137798095165,5.383675352399556,82,0.015867070287018916
Log-normal,238,0.28548154609163623,0.005525504661884305,5.337022320518833,73,0.05228365384615385
Chi-Square,238,0.5416217900687241,0.009649327485796742,4.962452399646817,40,0.019406495418848167
Uniform,239,0.2594175361990664,0.005031106112762305,5.367132916307882,79,0.0068170415907178915
Normal,239,0.10681535947950793,0.004339184210898352,5.457383837581018,102,0.023426724137931034
Exponential,239,0.48831864719783713,0.008231128101983533,5.073023660606712,46,0.035380175159235666
Bimodal,239,0.22209659215615532,0.0048792842710227834,5.3887822068590925,83,0.015302208083832335
Log-normal,239,0.2916034255895972,0.005497269786552272,5.338014017236457,71,0.010223304704218894
Chi-Square,239,0.5059142301761804,0.008678329922041213,5.034391303091724,44,0.04470766129032258
Uniform,240,0.2701092317019225,0.005079931958038325,5.362723082146705,78,0.006190800773317991
Normal,240,0.11586880098513994,0.004338003669732635,5.459736108650713,101,0.0069715495311253
Exponential,240,0.4685161122134204,0.007516167480312698,5.113641852143534,50,0.02577985987544484
Bimodal,240,0.22618865824320125,0.004862127300790821,5.393973894044059,84,0.015595463137996219
Log-normal,240,0.28965954693958135,0.005529637579197402,5.340596167144369,73,0.027924057649667405
Chi-Square,240,0.477078209212465,0.007805816072301035,5.09587693595644,49,0.024561820652173914
Uniform,241,0.2827624531070533,0.005145915754812799,5.3519983107860085,77,0.006699441764685651
Normal,241,0.11221581781249938,0.004310826146618051,5.46520418279704,102,0.005093465826751685
Exponential,241,0.509856681636221,0.00874281929931805,5.037319245856702,43,0.026763091216216218
Bimodal,241,0.2321127558316802,0.004901081308163799,5.38879541086038,83,0.026802007299270073
Log-normal,241,0.23530991769448964,0.004950877740930313,5.394982912561163,82,0.009922763757538377
Chi-Square,241,0.4823559525321516,0.007729916829156168,5.099283624417379,47,0.01766973174778761
Uniform,242,0.28333845648899253,0.005129989559920045,5.357572992338383,77,0.006868963314275814
Normal,242,0.12083775452336336,0.004319778892848283,5.4654257030057405,101,0.01027377736458041
Exponential,242,0.4909057585311493,0.008147457016812791,5.083236084905917,47,0.033513849431818184
Bimodal,242,0.22837361889730684,0.004836076846236036,5.4009186648213845,84,0.015864789603960396
Log-normal,242,0.2621124940744195,0.005103554428283832,5.379506886009384,77,0.008965125450721154
Chi-Square,242,0.4875434300100466,0.008244679322321254,5.083646825517731,47,0.03598282849829351
Uniform,243,0.27191792777381457,0.005029249852992749,5.371287317805994,79,0.006692908479553364
Normal,243,0.11270360736705512,0.00428085605973948,5.473056645886484,103,0.005108239262114537
Exponential,243,0.49756601683519724,0.008161276170797312,5.07386644226397,46,0.05167545180722891
Bimodal,243,0.23251319072339902,0.004854193684277405,5.398042915119984,83,0.015665141297366732
Log-normal,243,0.26952955482841834,0.005142911239870001,5.376722429273613,76,0.03617086038961039
Chi-Square,243,0.4655358254284238,0.0073720948458374895,5.13357764925092,51,0.03209616097922849
Uniform,244,0.2563655272127114,0.00491283697202005,5.386893168586084,82,0.006867806988612692
Normal,244,0.10826299835775141,0.004254835212169722,5.478056899356407,105,0.007330243371768508
Exponential,244,0.486589458119568,0.0075273619297482105,5.106360419562977,48,0.01825316820276498
Bimodal,244,0.2283623452288832,0.004792350002742385,5.408707650620534,85,0.016427731548480463
Log-normal,244,0.2890626469669255,0.005389248073911605,5.3591382584748715,74,0.019538023843930635
Chi-Square,244,0.5016149338522226,0.008496456538326836,5.065701758917289,44,0.012377178674987393
Uniform,245,0.2684681980666718,0.004967540397668523,5.385668172072147,79,0.0065274836157289
Normal,245,0.11146855851498165,0.004242989330851125,5.48090530034994,104,0.005623622328670373
Exponential,245,0.5102955968495061,0.008946565142717628,5.0485352403285955,44,0.11488970588235294
Bimodal,245,0.2244313707507073,0.004768507417602686,5.412287359743723,85,0.017723196833463642
Log-normal,245,0.2391233904120205,0.004901406473487362,5.408793772305662,82,0.017041716507177035
Chi-Square,245,0.4551063296394052,0.0073538206038426005,5.156693818007006,51,0.033452589563862926
Uniform,246,0.2622143945793805,0.004905219526021619,5.392582780124211,81,0.00689910770058301
Normal,246,0.11394787594235695,0.004233035313981823,5.483873331141103,104,0.011723932666793025
Exponential,246,0.4600935296220556,0.0075153275201950386,5.145816577726794,52,0.04750844594594594
Bimodal,246,0.2228913480514706,0.0047298985421940455,5.420664965757885,86,0.0224609375
Log-normal,246,0.29364461405852277,0.005430100574127659,5.361101107097469,74,0.014831172159781287
Chi-Square,246,0.4669163453585678,0.00761542475476828,5.13723810415066,51,0.06767907303370786
Uniform,247,0.2776615177756085,0.0049873921745205805,5.385306684305925,79,0.0068858531731867505
Normal,247,0.10569972356001307,0.00419221058001989,5.491659971359929,106,0.007237617924528302
Exponential,247,0.4907775535685881,0.0077573971724460115,5.108439183822789,47,0.009355277469891477
Bimodal,247,0.2291799233870705,0.004768302159159929,5.415199075551032,85,0.02270271438450899
Log-normal,247,0.2883694861477529,0.00532106105857221,5.373233453393503,74,0.012669113295633878
Chi-Square,247,0.4765603271379693,0.007460103167194089,5.129319057683624,50,0.017858664772727274
Uniform,248,0.259216711595256,0.00484704201509247,5.405550450816026,81,0.0068691651665960755
Normal,248,0.11241893315220104,0.004191297543919984,5.493528724436803,105,0.005107976997534803
Exponential,248,0.5083227517737491,0.008570437369100377,5.070293385139626,45,0.06805555555555555
Bimodal,248,0.22793571435852036,0.004717495356702855,5.4252396612911555,86,0.024176356589147286
Log-normal,248,0.2801132058835892,0.005217609312153551,5.383814177508864,77,0.02810782967032967
Chi-Square,248,0.49050401588204934,0.00806837816406944,5.1056949805435545,47,0.018054175698458574
Uniform,249,0.27075546238255227,0.004901471642652559,5.398560530604244,81,0.006838279376498801
Normal,249,0.10835872934547379,0.004166354475790688,5.4979677608035535,107,0.0057849086447492905
Exponential,249,0.5046338845432806,0.008408901712617895,5.075312612136383,48,0.09555288461538461
Bimodal,249,0.22326987351385008,0.004686227082645515,5.429593951456031,86,0.03235774253731343
Log-normal,249,0.2546219929798484,0.005021895159160593,5.408947574128337,81,0.02800236191860465
Chi-Square,249,0.5191949280241034,0.00830308359211181,5.058526787618505,45,0.025407757675438597
Uniform,250,0.267093671494242,0.004857538477471054,5.406905954795235,81,0.006532350486374729
Normal,250,0.10849476639153932,0.004149819150037997,5.502651112860968,107,0.00514682271960086
Exponential,250,0.5044882880003065,0.008599132291130199,5.080570528335452,46,0.13254310344827586
Bimodal,250,0.2289713936459816,0.004682840113188407,5.432928364013686,87,0.01594574015353805
Log-normal,250,0.28012105221756384,0.00521087243160223,5.391018006801514,77,0.00998751849112426
Chi-Square,250,0.5050672709019768,0.00803183102415228,5.092265891854501,46,0.033531526548672565
Uniform,251,0.28309059561943656,0.004943374227175381,5.395669654843103,79,0.006700465990149456
Normal,251,0.11014676327602307,0.004137537049571399,5.505806205315394,107,0.007541847910517322
Exponential,251,0.5067322047158435,0.008412758557252022,5.081944477579957,46,0.11607142857142858
Bimodal,251,0.22783629829235702,0.004677557658714052,5.433600299996337,86,0.011568835988414192
Log-normal,251,0.28743241906379763,0.005103715792897297,5.394341499530614,77,0.013595666109253066
Chi-Square,251,0.5082417822438464,0.007891836001666375,5.091983984789026,47,0.012498856605907398
Uniform,252,0.28289389975935675,0.004923828916024326,5.398565729592088,80,0.006801765300432176
Normal,252,0.11198545399769462,0.00412565155475883,5.509369540789898,107,0.005494932594383842
Exponential,252,0.5047125850263348,0.007971739915369196,5.0990237556826425,46,0.03627797719594594
Bimodal,252,0.22516828181030885,0.004622388212952688,5.44366395281822,88,0.008228541627601725
Log-normal,252,0.2959081158299952,0.0052554857049250565,5.387204517568862,75,0.025313672607879926
Chi-Square,252,0.4991430657279289,0.008076116001228335,5.104382922365515,47,0.01741351503314394
Uniform,253,0.2853639075864087,0.004924776138750263,5.403752238558374,79,0.006163668108931441
Normal,253,0.10434318671867313,0.0040857529802822996,5.5161858275763525,109,0.006885456885456886
Exponential,253,0.519392337505737,0.008632427805849437,5.070000864814328,44,0.04940257352941176
Bimodal,253,0.22452146638861986,0.0046224073516323025,5.443890619973166,88,0.011096756854564033
Log-normal,253,0.2828320695360772,0.005155159405712052,5.401783194295474,77,0.00937253650260488
Chi-Square,253,0.499485080311395,0.0076947334014518054,5.111322661115942,49,0.034081375838926176
Uniform,254,0.28171568165871624,0.004878453299974551,5.408189198137027,80,0.006855121477989676
Normal,254,0.11732386150157079,0.004108140697305054,5.515039657112338,107,0.015003654970760234
Exponential,254,0.4890834694036474,0.007327081536353558,5.138221941625473,51,0.01900467218137255
Bimodal,254,0.22203107168921488,0.004579822578363819,5.452958645796367,89,0.015324879951980792
Log-normal,254,0.26714668194034125,0.00496344440740587,5.4210128869530365,80,0.009976981661109427
Chi-Square,254,0.5075275332994613,0.00786925038502357,5.1012945569124994,47,0.03511611729452055
Uniform,255,0.26933361108886417,0.004776810018217342,5.4205901180586435,84,0.006227673915310805
Normal,255,0.10871254588331578,0.00407244214104871,5.521402337252629,109,0.005940828722523337
Exponential,255,0.5076129728654526,0.007862987095532011,5.107500987039888,47,0.07180851063829788
Bimodal,255,0.22574463512983908,0.004590738349735208,5.451177201523592,88,0.015677584134615386
Log-normal,255,0.2712115019064404,0.004954573773217489,5.423336745296417,79,0.012437410294885178
Chi-Square,255,0.5322471394436119,0.008903882841900405,5.0501642368095565,41,0.017095630127620783
Uniform,256,0.26140629644756996,0.004710169174583035,5.431077106853549,85,0.006772579320736828
Normal,256,0.11755439443279603,0.004079158581737357,5.52167336413128,108,0.017975287656903767
Exponential,256,0.5141747232602378,0.007771741458827457,5.100455644540579,48,0.047550675675675676
Bimodal,256,0.2292750225711212,0.004571925817097651,5.45656228365449,88,0.015810890645371577
Log-normal,256,0.2881960837963212,0.005180104047643216,5.406431956258071,77,0.014333970652810304
Chi-Square,256,0.48292090429902423,0.007288523959705158,5.154675705131595,51,0.01730509750715649
Uniform,257,0.2740521026517935,0.004768932347129775,5.427627140408798,83,0.00622345189897005
Normal,257,0.1081034699390707,0.0040348484924025135,5.530286461335601,110,0.007234184589438561
Exponential,257,0.5591131436294854,0.009609910890948134,4.9990698653182815,39,0.013507314705107952
Bimodal,257,0.23252486998194866,0.0045984503830074994,5.453297837843538,88,0.016168943903318904
Log-normal,257,0.2677589837345092,0.004960669016909444,5.429104904126918,82,0.014296439763231198
Chi-Square,257,0.4948587816339295,0.007602253964575095,5.136566670210808,49,0.013698380953964875
Uniform,258,0.255314166033458,0.004638285547605298,5.44363988402646,86,0.006642731173616104
Normal,258,0.10260912688606351,0.004002687266560499,5.536197048481402,111,0.005074757783002066
Exponential,258,0.5041979849222352,0.008073152075997889,5.1164481267295265,48,0.035694159836065574
Bimodal,258,0.22724652172013768,0.00453578804450939,5.464640018759772,89,0.017550956336939722
Log-normal,258,0.27658572977516127,0.005052245192827872,5.424594439629905,80,0.027133736559139785
Chi-Square,258,0.4912682845189207,0.007663352375537817,5.139424740341241,51,0.06397058823529411
Uniform,259,0.27515753964294215,0.004738874165036785,5.434144885434864,83,0.006757051576760659
Normal,259,0.10537533714255319,0.003995468483162219,5.5392848235082734,111,0.0071144917439767376
Exponential,259,0.4993033024366447,0.007656704671099933,5.1389946023006425,48,0.03470878482972136
Bimodal,259,0.22449108099511686,0.004517471427497087,5.466998693327451,90,0.015817362934996717
Log-normal,259,0.25756103041123285,0.004853727089220751,5.444703837803783,84,0.02671875
Chi-Square,259,0.496895696022413,0.007564584942887356,5.144133550521047,48,0.018102732487922706
Uniform,260,0.27042183812565906,0.004692883918771952,5.443556196151669,84,0.006659386141988255
Normal,260,0.10859731078391016,0.003988201478476577,5.542015899816917,111,0.00699017247380984
Exponential,260,0.5053409486257721,0.008161526252624368,5.120009566695552,48,0.11071428571428571
Bimodal,260,0.23207498942155416,0.004525524275491844,5.468948467745994,90,0.01579733455882353
Log-normal,260,0.28024345488183944,0.00500475432709358,5.430179097103521,80,0.026112261546184738
Chi-Square,260,0.5131075859848361,0.00873718953418145,5.093726191462962,46,0.066953125
Uniform,261,0.2553557273150201,0.004585483766158015,5.4560092929008235,88,0.00649747057366407
Normal,261,0.11301139329732936,0.003982351397432755,5.54439254010558,111,0.005120244024804744
Exponential,261,0.47368064339856647,0.007113325341709133,5.187716157417558,53,0.02552281620135364
Bimodal,261,0.22910594893303457,0.004508914035091673,5.4712748272453595,90,0.01227244213437116
Log-normal,261,0.2629118952541156,0.004886123402321005,5.446868878118446,84,0.048513986013986016
Chi-Square,261,0.4806297694783513,0.0072809099569655185,5.175989324120156,51,0.01184021057067932
Uniform,262,0.2606009489525253,0.004597221230482486,5.455041888114317,87,0.006263517783395044
Normal,262,0.11099678698536015,0.003966662909872034,5.547908123276464,112,0.0055007083855562276
Exponential,262,0.4835849270669986,0.007629287037510526,5.167132936242481,53,0.048046875
Bimodal,262,0.23378323774047954,0.004500064589398533,5.47482392338744,90,0.028199480223123734
Log-normal,262,0.2614813742968263,0.00472382964731898,5.4584292107070596,83,0.006530070754716981
Chi-Square,262,0.5429570210057169,0.00932168004553236,5.047122737509931,42,0.07473644578313253
Uniform,263,0.25454652567456165,0.004545132993519274,5.463930317435155,88,0.00633473533838317
Normal,263,0.11837174405309399,0.003970488518196279,5.549203860399928,111,0.011933661855869818
Exponential,263,0.48773216083434007,0.007111700202972771,5.171819751887475,52,0.04956744350282486
Bimodal,263,0.22598272315330456,0.004460879062697681,5.480811826569743,91,0.015721013906856405
Log-normal,263,0.2504169902556239,0.004599138556511253,5.472404154329123,87,0.016679650752587018
Chi-Square,263,0.49175460675922306,0.007145246961948034,5.1673462308368885,53,0.04750192901234568
Uniform,264,0.271578666411596,0.004627767966078181,5.4536750235347515,86,0.006917953762256643
Normal,264,0.11534104983648462,0.003945114762049817,5.554707016292203,111,0.00547320516639714
Exponential,264,0.47777004267178835,0.007010696966422235,5.194340529587423,54,0.013624122615529286
Bimodal,264,0.23974771620877372,0.004497529413392405,5.477880065000239,90,0.012640618319794784
Log-normal,264,0.29911823617861183,0.005099139202882194,5.428619416180584,77,0.018951950308959836
Chi-Square,264,0.4980381367516107,0.007394935919681647,5.159658297636569,50,0.025012164792387544
Uniform,265,0.2742781079474576,0.004626829633450586,5.456275310498366,85,0.006865137043189369
Normal,265,0.11094952685035157,0.0039189445575560766,5.560174081601715,112,0.005193590188212358
Exponential,265,0.47964388454499357,0.007110528023794832,5.193398782932766,53,0.06235119047619048
Bimodal,265,0.22473376440444437,0.004416373478983658,5.4902748520715905,92,0.02320995145631068
Log-normal,265,0.283803664621909,0.005017300028958987,5.442886014093704,82,0.0754894578313253
Chi-Square,265,0.5011264354033114,0.007365243161789132,5.1566880498962195,51,0.017104152358058608
Uniform,266,0.2839854963547412,0.004671691336119793,5.454013993871246,83,0.006742604843252916
Normal,266,0.11128798287526404,0.0039049027136155434,5.563394932696864,113,0.005582007622086817
Exponential,266,0.47275311527730074,0.0067414682486216584,5.2105282292118655,56,0.026140163745387454
Bimodal,266,0.22557704637496245,0.0043820744797896305,5.497644440408719,92,0.008094590177096714
Log-normal,266,0.28803604014681305,0.004901078034985653,5.448792934920979,80,0.03559703307392996
Chi-Square,266,0.4852063801283614,0.007235481634954198,5.188590828337727,53,0.016556383451957295
Uniform,267,0.2850294370660794,0.004661173282673171,5.457044742955311,84,0.006898985745614035
Normal,267,0.10792651839213778,0.003883739016819856,5.568242509305877,114,0.0075533563198324025
Exponential,267,0.5054420278245828,0.007859013433765296,5.148434731925963,48,0.05
Bimodal,267,0.2329422391077085,0.004430772353870601,5.490753754636658,91,0.015801279431000653
Log-normal,267,0.27767308486600134,0.004873790043654176,5.4580774823375275,84,0.027555717054263566
Chi-Square,267,0.5055403834825067,0.007733736772503814,5.149200833521648,50,0.03441826140065147
Uniform,268,0.27026335313567657,0.004551157001127817,5.471979794720443,87,0.006752369233656339
Normal,268,0.1114024160223282,0.0038758623269242783,5.57145640109381,114,0.006973974815400844
Exponential,268,0.4848224874627108,0.007276466466912827,5.193853329159251,51,0.025816941624365482
Bimodal,268,0.23250750771568202,0.004383098880655607,5.49975525002906,93,0.016746569317382127
Log-normal,268,0.2594449691978003,0.004580179003081844,5.484600558573572,86,0.009458237402665468
Chi-Square,268,0.4839239349795861,0.0072400214337847235,5.1956724239376495,52,0.0228125
Uniform,269,0.2713772661269963,0.004540841926697649,5.474283063551445,87,0.006677576013513513
Normal,269,0.10873172437084418,0.003855271527659669,5.575722909896432,115,0.00517117510077607
Exponential,269,0.46818613919443774,0.0065008905556406624,5.232153271177019,57,0.013214141633565045
Bimodal,269,0.23367142526301304,0.004395636840005995,5.498647347734602,92,0.02360372340425532
Log-normal,269,0.2762126890004107,0.004912189096072078,5.464311505815149,84,0.11637931034482758
Chi-Square,269,0.49113972910846504,0.00709835852265858,5.193469153085434,51,0.01340839773888605
Uniform,270,0.27063590016911765,0.004518272471600716,5.479102263750525,88,0.006649805904565159
Normal,270,0.11294766133869921,0.003853341950836994,5.577870197754373,115,0.007221148720682303
Exponential,270,0.4985525722308479,0.007572723720064341,5.174474339263275,50,0.06404842342342343
Bimodal,270,0.2272920279572482,0.00433006013513876,5.5108591755377025,93,0.015407853543066586
Log-normal,270,0.29299645996346674,0.004979625235137302,5.453974482907801,81,0.03700206043956044
Chi-Square,270,0.5061910437184306,0.007423792110708247,5.166577603265376,51,0.023929777004909985
Uniform,271,0.2822798085965874,0.0045750205922987595,5.473343275186692,86,0.006714034269778265
Normal,271,0.10665992079634487,0.0038221203511928223,5.583701478083812,116,0.005289938224737714
Exponential,271,0.4880396651323912,0.00713475951549991,5.199391638445667,53,0.018439690420560748
Bimodal,271,0.22494746544378819,0.004318777774104332,5.51207484204621,94,0.016888869005010736
Log-normal,271,0.25724646062528317,0.004543998520275191,5.495549581834382,87,0.017851263170498084
Chi-Square,271,0.4938370649632926,0.007160477079432523,5.191288914397033,52,0.03248762376237624
Uniform,272,0.27705758036338385,0.00452446510556246,5.479138084011529,88,0.006658305222056949
Normal,272,0.10610051493536812,0.003809960076234253,5.586722202627882,117,0.005594537067148112
Exponential,272,0.4984928095793774,0.007261931970257226,5.1849905453859755,51,0.01810423704954955
Bimodal,272,0.22739985312938843,0.004294967302953838,5.518586254619478,94,0.0113077081169955
Log-normal,272,0.27021090750513654,0.004613346602194145,5.487460260223491,87,0.026232151803607214
Chi-Square,272,0.5042467178536402,0.007470515940310955,5.176476101927333,49,0.03315796604046243
Uniform,273,0.2732661209048343,0.004485586842320114,5.489314940549847,88,0.006792735239045219
Normal,273,0.11463541887307041,0.003811645253280762,5.588861203673903,115,0.005384372696182831
Exponential,273,0.4868466000493873,0.0071805027530597535,5.208198180375368,52,0.065625
Bimodal,273,0.2298609451588063,0.004306482856127709,5.516301435729053,94,0.012147373540856031
Log-normal,273,0.274524251706491,0.004761711840601476,5.481459440965965,86,0.009743923611111111
Chi-Square,273,0.5325798304213918,0.007896364405494774,5.126043326481842,47,0.012883490768925357
Uniform,274,0.276076089505306,0.004486965835083645,5.490117371459368,87,0.00675454602485117
Normal,274,0.10942389202967073,0.003787421774721396,5.593989419185043,117,0.010167581759715381
Exponential,274,0.4918176946258541,0.007160575086954867,5.202765979006568,52,0.03530505952380952
Bimodal,274,0.22930077233103058,0.004281404905741363,5.522894728819864,95,0.026027665770609318
Log-normal,274,0.24305680706124558,0.00439218067556329,5.5179191593082795,91,0.013137298747763863
Chi-Square,274,0.5254221422730341,0.008125086868686422,5.136985256920293,46,0.034477419969512195
Uniform,275,0.2759220020687237,0.004467983336284661,5.493110490873573,88,0.006800566363698257
Normal,275,0.1155089291093568,0.003789355117698988,5.594902131971316,116,0.008225064414712557
Exponential,275,0.4966737737804913,0.007012619663550181,5.199472208518927,55,0.02629590556569343
Bimodal,275,0.22495251005545727,0.004251075047385914,5.527600852831803,95,0.01647443181818182
Log-normal,275,0.2720422502706111,0.004605078595498483,5.497114914714766,86,0.017814515128968252
Chi-Square,275,0.5212335451091885,0.0076139455363344695,5.157306754902555,48,0.02421020096801347
Uniform,276,0.27468768343412436,0.0044464006219352425,5.496916822207747,88,0.006678163029794377
Normal,276,0.1048161095135635,0.0037464479678152177,5.603338323792133,118,0.0069694040505744095
Exponential,276,0.47793744763957735,0.006682783927518756,5.236267775546237,57,0.009768666389439412
Bimodal,276,0.22536948548176744,0.004229834811096718,5.533673586494823,96,0.015280537642471505
Log-normal,276,0.25981962912319373,0.0044923027917128855,5.511350144018349,89,0.018689208727655098
Chi-Square,276,0.5571850694962983,0.008385992411995766,5.086478821334966,45,0.04841040462427745
Uniform,277,0.25490354977199936,0.004317711627195937,5.515528091753825,94,0.005945675872093023
Normal,277,0.11550517689737816,0.0037627227471413623,5.601953361488919,117,0.005424980009286009
Exponential,277,0.5068355841864274,0.007329936119146904,5.190363238847513,52,0.018134641560798546
Bimodal,277,0.2297506849431194,0.004249921197587797,5.530383933955118,95,0.011571250228018972
Log-normal,277,0.26384520279895146,0.004483061747178692,5.511990120129729,88,0.028713791753653444
Chi-Square,277,0.4532981814748319,0.006381644654804815,5.278458020847589,60,0.01629994997645951
Uniform,278,0.2698761589449878,0.0043854461571165545,5.51042557925418,90,0.0068031857106339464
Normal,278,0.11123439536575452,0.00373695993979907,5.60772530727474,118,0.007152363239486814
Exponential,278,0.5086119388636344,0.007161265096227247,5.193556870647427,51,0.046220549738219895
